Estimate ID,In Detailed Export,Status,Has Close Date,Price,Archived,Exclude Stats,Would Match Filter
EST2991808,No,Estimate Lost,Yes,0,No,No,No
EST2991828,No,Estimate Lost,Yes,0,No,No,No
EST3339620,No,Contract Signed,Yes,0,No,No,No
EST3339647,No,Contract Signed,Yes,0,No,No,No
EST3340468,No,Contract Signed,Yes,0,No,No,No
EST3341661,No,Contract Signed,Yes,0,No,No,No
EST3339002,No,Contract Signed,Yes,0,No,No,No
EST3339054,No,Estimate In Progress,Yes,0,No,No,No
EST3339085,No,Contract Signed,Yes,0,No,No,No
EST3339251,No,Contract Signed,Yes,0,No,No,No
EST3339280,No,Contract Signed,Yes,0,No,No,No
EST3339416,No,Contract Signed,Yes,0,No,No,No
EST3339442,No,Contract Signed,Yes,0,No,No,No
EST3339461,No,Contract Signed,Yes,0,No,No,No
EST3339478,No,Estimate In Progress,Yes,0,No,No,No
EST3339582,No,Contract Signed,Yes,0,No,No,No
EST3288938,No,Estimate Lost - Price too high,Yes,0,No,No,No
EST5333992,No,Contract Signed,Yes,0,No,No,No
EST3277347,No,Email Contract Award,Yes,0,No,No,No
EST3015579,No,Contract Signed,Yes,0,No,No,No
EST3015670,No,Contract Signed,Yes,0,No,No,No
EST3015786,No,Contract Signed,Yes,0,No,No,No
EST3307351,No,Contract Signed,Yes,0,No,No,No
EST3017129,No,Contract Signed,Yes,0,No,No,No
EST5802989,No,Contract Signed,Yes,202.68,No,No,Yes
EST5801645,No,Contract Signed,Yes,0,No,No,No
EST5787531,No,Client Proposal Phase,No,960.96,No,No,No
EST5801609,No,Contract Signed,Yes,1785.6,No,No,Yes
EST5802633,No,Contract Signed,Yes,452.96,No,No,Yes
EST3178990,No,Estimate Lost - Price too high,Yes,0,No,No,No
EST3021110,No,Estimate In Progress,Yes,0,No,No,No
EST3021119,No,Estimate In Progress,Yes,0,No,No,No
EST3021063,No,Estimate In Progress,Yes,0,No,No,No
EST3354467,No,Contract Signed,No,0,No,No,No
EST3354461,No,Contract Signed,No,0,No,No,No
EST3086536,No,Estimate In Progress,Yes,0,No,No,No
EST3354428,No,Contract Signed,No,0,No,No,No
EST3354435,No,Contract Signed,No,0,No,No,No
EST3354451,No,Contract Signed,No,0,No,No,No
EST3019164,No,Estimate Lost,Yes,0,No,No,No
EST3189820,No,Contract Signed,Yes,0,No,No,No
EST3149318,No,Estimate Lost - Price too high,Yes,0,No,No,No
EST3016163,No,Contract Signed,Yes,0,No,No,No
EST5914351,No,Estimate In Progress,No,1100,No,No,No
EST2941133,No,Contract Signed,No,0,No,No,No
EST2941180,No,Contract Signed,Yes,0,No,No,No
EST2941232,No,Contract Signed,No,0,No,No,No
EST2941302,No,Contract Signed,No,0,No,No,No
EST3100987,No,Estimate In Progress,Yes,0,No,No,No
EST3019650,No,Contract Signed,Yes,0,No,No,No
EST3000188,No,Estimate Lost,Yes,0,No,No,No
EST3000314,No,Estimate Lost,Yes,0,No,No,No
EST3000069,No,Estimate Lost,Yes,0,No,No,No
EST3000141,No,Estimate Lost,Yes,0,No,No,No
EST2999987,No,Estimate Lost,Yes,0,No,No,No
EST2999732,No,Estimate Lost,Yes,0,No,No,No
EST2999790,No,Estimate Lost,Yes,0,No,No,No
EST2999570,No,Estimate Lost,Yes,0,No,No,No
EST2999621,No,Estimate Lost,Yes,0,No,No,No
EST2997356,No,Estimate Lost,Yes,0,No,No,No
EST2999539,No,Estimate Lost,Yes,0,No,No,No
EST2997234,No,Estimate Lost,Yes,0,No,No,No
EST3074382,No,Estimate Lost,Yes,0,No,No,No
EST3074383,No,Estimate Lost,Yes,0,No,No,No
EST3074384,No,Estimate Lost,Yes,0,No,No,No
EST3074385,No,Estimate Lost,Yes,0,No,No,No
EST3074386,No,Estimate Lost,Yes,0,No,No,No
EST3074387,No,Estimate Lost,Yes,0,No,No,No
EST3074388,No,Estimate Lost,Yes,0,No,No,No
EST3074389,No,Estimate Lost,Yes,0,No,No,No
EST3074390,No,Estimate Lost,Yes,0,No,No,No
EST3074391,No,Estimate Lost,Yes,0,No,No,No
EST3074392,No,Estimate Lost,Yes,0,No,No,No
EST3074393,No,Estimate Lost,Yes,0,No,No,No
EST2991110,No,Estimate Lost,Yes,0,No,No,No
EST2991137,No,Email Contract Award,Yes,0,No,No,No
EST2991151,No,Estimate Lost,Yes,0,No,No,No
EST2991145,No,Email Contract Award,Yes,0,No,No,No
EST2991155,No,Estimate Lost,Yes,0,No,No,No
EST3057359,No,Estimate Lost,Yes,0,No,No,No
EST2974313,No,Estimate Lost,Yes,0,No,No,No
EST2991177,No,Contract Signed,Yes,0,No,No,No
EST2991174,No,Estimate Lost,Yes,0,No,No,No
EST2991172,No,Estimate Lost,Yes,0,No,No,No
EST2991170,No,Estimate Lost,Yes,0,No,No,No
EST2991168,No,Estimate Lost,Yes,0,No,No,No
EST2991164,No,Estimate Lost,Yes,0,No,No,No
EST2991162,No,Estimate Lost,Yes,0,No,No,No
EST2991160,No,Estimate Lost,Yes,0,No,No,No
EST2962602,No,Estimate Lost,Yes,0,No,No,No
EST2962584,No,Estimate Lost,Yes,0,No,No,No
EST2962510,No,Estimate Lost,Yes,0,No,No,No
EST2962487,No,Contract Signed,Yes,0,No,No,No
EST5701552,No,Client Proposal Phase,No,4446.45,No,No,No
EST3045196,No,Estimate Lost,Yes,0,No,No,No
EST3047281,No,Contract Signed,Yes,0,No,No,No
EST3326059,No,Estimate In Progress,Yes,0,No,No,No
EST3018906,No,Estimate Lost,Yes,0,No,No,No
EST3019520,No,Estimate Lost,Yes,0,No,No,No
EST3020281,No,Email Contract Award,Yes,0,No,No,No
EST3018985,No,Contract Signed,Yes,0,No,No,No
EST3019118,No,Contract Signed,Yes,0,No,No,No
EST2943252,No,Contract Signed,Yes,0,No,No,No
EST2865886,No,Contract Signed,Yes,0,No,No,No
EST2943154,No,Contract Signed,Yes,0,No,No,No
EST2943204,No,Contract Signed,Yes,0,No,No,No
EST2944539,No,Contract Signed,No,0,No,No,No
EST2944958,No,Contract Signed,No,0,No,No,No
EST2944343,No,Contract Signed,Yes,0,No,No,No
EST2944502,No,Contract Signed,No,0,No,No,No
EST2865194,No,Contract Signed,Yes,0,No,No,No
EST2865057,No,Contract Signed,Yes,0,No,No,No
EST2865310,No,Contract Signed,Yes,0,No,No,No
EST3016464,No,Estimate Lost,Yes,0,No,No,No
EST3019252,No,Contract Signed,Yes,0,No,No,No
EST3019291,No,Email Contract Award,Yes,0,No,No,No
EST3016359,No,Estimate Lost,Yes,0,No,No,No
EST3019326,No,Contract Signed,Yes,0,No,No,No
EST3031301,No,Email Contract Award,Yes,0,No,No,No
EST3031302,No,Email Contract Award,Yes,0,No,No,No
EST3031303,No,Email Contract Award,Yes,0,No,No,No
EST3031304,No,Email Contract Award,Yes,0,No,No,No
EST3031305,No,Email Contract Award,Yes,0,No,No,No
EST3031306,No,Email Contract Award,Yes,0,No,No,No
EST3031307,No,Email Contract Award,Yes,0,No,No,No
EST3031308,No,Email Contract Award,Yes,0,No,No,No
EST3031309,No,Email Contract Award,Yes,0,No,No,No
EST3031310,No,Email Contract Award,Yes,0,No,No,No
EST3031311,No,Email Contract Award,Yes,0,No,No,No
EST3031312,No,Email Contract Award,Yes,0,No,No,No
EST2990148,No,Contract Signed,Yes,0,No,No,No
EST2990117,No,Contract Signed,Yes,0,No,No,No
EST2988809,No,Contract Signed,Yes,0,No,No,No
EST2989776,No,Estimate Lost,Yes,0,No,No,No
EST2988879,No,Contract Signed,Yes,0,No,No,No
EST2990176,No,Estimate Lost,Yes,0,No,No,No
EST2990044,No,Estimate Lost,Yes,0,No,No,No
EST3343424,No,Estimate Lost,Yes,0,No,No,No
EST3344643,No,Contract Signed,Yes,0,No,No,No
EST3344659,No,Contract Signed,Yes,0,No,No,No
EST3345198,No,Estimate In Progress,Yes,0,No,No,No
EST3345206,No,Contract Signed,Yes,0,No,No,No
EST3345213,No,Contract Signed,Yes,0,No,No,No
EST3345224,No,Contract Signed,Yes,0,No,No,No
EST3345229,No,Contract Signed,Yes,0,No,No,No
EST3345231,No,Contract Signed,Yes,0,No,No,No
EST3345235,No,Contract Signed,Yes,0,No,No,No
EST3345238,No,Contract Signed,Yes,0,No,No,No
EST3345243,No,Estimate Lost,Yes,0,No,No,No
EST3345260,No,Estimate Lost,Yes,0,No,No,No
EST3345268,No,Estimate Lost,Yes,0,No,No,No
EST3345275,No,Estimate Lost,Yes,0,No,No,No
EST3345616,No,Contract Signed,Yes,0,No,No,No
EST3345623,No,Contract Signed,Yes,0,No,No,No
EST3345646,No,Estimate Lost,Yes,0,No,No,No
EST3345656,No,Estimate In Progress,Yes,0,No,No,No
EST3345673,No,Estimate In Progress,Yes,0,No,No,No
EST3346113,No,Contract Signed,Yes,0,No,No,No
EST3387008,No,Estimate In Progress,Yes,0,No,No,No
EST3386996,No,Estimate In Progress,Yes,0,No,No,No
EST3386845,No,Estimate In Progress,Yes,0,No,No,No
EST3387021,No,Estimate In Progress,Yes,0,No,No,No
EST3387072,No,Estimate In Progress,Yes,0,No,No,No
EST3387092,No,Estimate In Progress,Yes,0,No,No,No
EST3312074,No,Email Contract Award,Yes,0,No,No,No
EST3405635,No,Estimate In Progress,Yes,0,No,No,No
EST3405611,No,Estimate In Progress,Yes,0,No,No,No
EST3405296,No,Estimate In Progress,Yes,0,No,No,No
EST3405342,No,Estimate In Progress,Yes,0,No,No,No
EST3405499,No,Estimate In Progress,Yes,0,No,No,No
EST3406766,No,Estimate In Progress,Yes,0,No,No,No
EST3405840,No,Estimate In Progress,Yes,0,No,No,No
EST3405858,No,Estimate In Progress,Yes,0,No,No,No
EST3406679,No,Estimate In Progress,Yes,0,No,No,No
EST3406658,No,Estimate In Progress,Yes,0,No,No,No
EST3406709,No,Estimate In Progress,Yes,0,No,No,No
EST3406696,No,Estimate In Progress,Yes,0,No,No,No
EST2497070,No,Contract Signed,Yes,0,No,No,No
EST2845948,No,Contract Signed,Yes,0,No,No,No
EST2990639,No,Contract Signed,Yes,0,No,No,No
EST2990831,No,Contract Signed,Yes,0,No,No,No
EST2990810,No,Estimate Lost,Yes,0,No,No,No
EST2990789,No,Estimate Lost,Yes,0,No,No,No
EST2990739,No,Estimate Lost,Yes,0,No,No,No
EST2990719,No,Estimate Lost,Yes,0,No,No,No
EST2990705,No,Estimate Lost,Yes,0,No,No,No
EST2990670,No,Contract Signed,Yes,0,No,No,No
EST3057450,No,Estimate Lost - Price too high,Yes,0,No,No,No
EST3057830,No,Estimate Lost - Price too high,Yes,0,No,No,No
EST3057685,No,Estimate Lost - Price too high,Yes,0,No,No,No
EST3057666,No,Estimate Lost - Price too high,Yes,0,No,No,No
EST3057623,No,Estimate Lost - Price too high,Yes,0,No,No,No
EST3040213,No,Contract Signed,Yes,0,No,No,No
EST2950242,No,Contract Signed,No,0,No,No,No
EST2950411,No,Contract Signed,Yes,0,No,No,No
EST2950488,No,Contract Signed,No,0,No,Yes,No
EST2950559,No,Contract Signed,No,0,No,No,No
EST2950938,No,Estimate Lost,No,0,No,Yes,No
EST2951174,No,Contract Signed,Yes,0,No,No,No
EST3057854,No,Estimate Lost - Price too high,Yes,0,No,No,No
EST3294616,No,Estimate Lost - Price too high,Yes,0,No,No,No
EST2991609,No,Estimate Lost,Yes,0,No,No,No
EST2991589,No,Contract Signed,Yes,0,No,No,No
EST2991678,No,Estimate Lost,No,0,No,No,No
EST2991819,No,Estimate Lost,Yes,0,No,No,No
EST2991806,No,Estimate Lost,Yes,0,No,No,No
EST2991761,No,Estimate Lost,Yes,0,No,No,No
EST2991654,No,Contract Signed,Yes,0,No,No,No
EST3340463,No,Contract Signed,Yes,0,No,No,No
EST3341656,No,Contract Signed,Yes,0,No,No,No
EST3339613,No,Contract Signed,Yes,0,No,No,No
EST3339641,No,Contract Signed,Yes,0,No,No,No
EST3338996,No,Contract Signed,Yes,0,No,No,No
EST3339051,No,Contract Signed,Yes,0,No,No,No
EST3339076,No,Contract Signed,Yes,0,No,No,No
EST3339578,No,Contract Signed,Yes,0,No,No,No
EST3339458,No,Contract Signed,Yes,0,No,No,No
EST3339474,No,Contract Signed,Yes,0,No,No,No
EST3339408,No,Contract Signed,Yes,0,No,No,No
EST3339437,No,Contract Signed,Yes,0,No,No,No
EST3339229,No,Contract Signed,Yes,0,No,No,No
EST3339275,No,Contract Signed,Yes,0,No,No,No
EST3288937,No,Estimate Lost - Price too high,Yes,0,No,No,No
EST3187965,No,Estimate In Progress,No,0,No,No,No
EST3019730,No,Estimate Lost,Yes,0,No,No,No
EST3019701,No,Estimate Lost,Yes,0,No,No,No
EST3018860,No,Contract Signed,Yes,0,No,No,No
EST5333954,No,Contract Signed,Yes,0,No,No,No
EST3277343,No,Email Contract Award,Yes,0,No,No,No
EST3015782,No,Contract Signed,Yes,0,No,No,No
EST3015527,No,Contract Signed,Yes,0,No,No,No
EST3015659,No,Contract Signed,Yes,0,No,No,No
EST2948973,No,Contract Signed,No,0,No,No,No
EST2949012,No,Contract Signed,No,0,No,No,No
EST2949024,No,Contract Signed,No,0,No,No,No
EST3307342,No,Contract Signed,Yes,0,No,No,No
EST3017119,No,Contract Signed,Yes,0,No,No,No
EST3019426,No,Estimate Lost,Yes,0,No,No,No
EST3347950,No,Contract Signed,Yes,0,No,No,No
EST5916009,No,Estimate In Progress,No,0,No,No,No
EST5916012,No,Estimate In Progress,No,0,No,No,No
EST5916013,No,Estimate In Progress,No,0,No,No,No
EST5916014,No,Estimate In Progress,No,0,No,No,No
EST5916010,No,Estimate In Progress,No,0,No,No,No
EST5913489,No,Estimate In Progress,No,0,No,No,No
EST5913491,No,Estimate In Progress,No,0,No,No,No
EST5912736,No,Client Proposal Phase,No,146.64,No,No,No
EST5912709,No,Client Proposal Phase,No,24.44,No,No,No
EST5912686,No,Client Proposal Phase,No,24.44,No,No,No
EST5912131,No,Estimate In Progress,No,0,No,No,No
EST5911032,No,Estimate In Progress,No,1320,No,No,No
EST5911674,No,Client Proposal Phase,No,48.88,No,No,No
EST5911696,No,Client Proposal Phase,No,48.88,No,No,No
EST5911714,No,Client Proposal Phase,No,24.44,No,No,No
EST5911732,No,Client Proposal Phase,No,24.44,No,No,No
EST5911019,No,Estimate In Progress,No,0,No,No,No
EST5910921,No,Estimate In Progress,No,0,No,No,No
EST5909176,No,Client Proposal Phase,No,24.44,No,No,No
EST5908453,No,Client Proposal Phase,No,24.44,No,No,No
EST5907612,No,Client Proposal Phase,No,0,No,No,No
EST5907127,No,Client Proposal Phase,No,0,No,No,No
EST3441683,No,Estimate In Progress,No,0,No,No,No
EST3441685,No,Estimate In Progress,No,0,No,No,No
EST5902951,No,Estimate In Progress,No,0,No,No,No
EST5900155,Yes,Work Complete,Yes,24.44,No,No,Yes
EST5900056,No,Client Proposal Phase,No,24.44,No,No,No
EST3430922,No,Estimate In Progress,No,0,No,No,No
EST5896942,No,Estimate In Progress,No,0,No,No,No
EST5896955,No,Estimate In Progress,No,0,No,No,No
EST5897118,No,Estimate In Progress,No,0,No,No,No
EST5897183,No,Estimate In Progress,No,0,No,No,No
EST5897248,No,Estimate In Progress,No,0,No,No,No
EST5897277,No,Estimate In Progress,No,0,No,No,No
EST5897283,No,Estimate In Progress,No,0,No,No,No
EST5897299,No,Estimate In Progress,No,0,No,No,No
EST5897310,No,Estimate In Progress,No,0,No,No,No
EST5897347,No,Estimate In Progress,No,0,No,No,No
EST5895758,No,Estimate In Progress,No,0,No,No,No
EST5895752,No,Estimate In Progress,No,0,No,No,No
EST5895754,No,Estimate In Progress,No,0,No,No,No
EST5895755,No,Estimate In Progress,No,0,No,No,No
EST5895756,No,Estimate In Progress,No,0,No,No,No
EST5895757,No,Estimate In Progress,No,0,No,No,No
EST5894495,No,Estimate In Progress,No,0,No,No,No
EST5892414,No,Estimate In Progress,No,0,No,No,No
EST5892416,No,Estimate In Progress,No,0,No,No,No
EST5892409,No,Estimate In Progress,No,0,No,No,No
EST5892411,No,Estimate In Progress,No,0,No,No,No
EST5892412,No,Estimate In Progress,No,0,No,No,No
EST5892413,No,Estimate In Progress,No,0,No,No,No
EST5892497,No,Estimate In Progress,No,0,No,No,No
EST5887066,No,Estimate In Progress,No,3300,No,No,No
EST5887341,Yes,Contract Signed,Yes,0,No,No,No
EST5886087,No,Client Proposal Phase,No,73.32,No,No,No
EST3414942,Yes,Estimate In Progress,Yes,0,No,No,No
EST5884162,No,Estimate On Hold,No,12.22,No,No,No
EST5884969,Yes,Work Complete,Yes,48.88,No,No,Yes
EST5883387,Yes,Work Complete,Yes,48.88,No,No,Yes
EST3407708,Yes,Estimate In Progress,Yes,0,No,No,No
EST3407631,Yes,Estimate In Progress,Yes,0,No,No,No
EST3406778,No,Estimate In Progress,No,0,No,No,No
EST3406686,No,Estimate In Progress,No,0,No,No,No
EST5875732,No,Estimate In Progress,No,1951.06,No,No,No
EST5875765,No,Estimate In Progress,No,1951.06,No,No,No
EST3405716,Yes,Estimate In Progress,Yes,0,No,No,No
EST3405730,Yes,Estimate In Progress,Yes,0,No,No,No
EST5873370,No,Client Proposal Phase,No,809.12,No,No,No
EST5872391,No,Client Proposal Phase,No,146.64,No,No,No
EST5872343,No,Client Proposal Phase,No,24.44,No,No,No
EST5873540,Yes,Work Complete,Yes,12.22,No,No,Yes
EST5872593,Yes,Contract Signed,Yes,111.11,No,No,Yes
EST5873326,Yes,Work Complete,Yes,0,No,No,No
EST5873463,No,Client Proposal Phase,No,0,No,No,No
EST5871511,No,Client Proposal Phase,No,3781.41,No,No,No
EST5871568,No,Client Proposal Phase,No,3781.41,No,No,No
EST5871658,No,Estimate In Progress,No,0,No,No,No
EST5871510,Yes,Work Complete,Yes,24.44,No,No,Yes
EST5871686,No,Estimate In Progress,No,2780.8,No,No,No
EST5870460,Yes,Estimate In Progress,Yes,0,No,No,No
EST5868769,No,Client Proposal Phase,No,48.88,No,No,No
EST5867936,No,Estimate In Progress,No,37418.13,No,No,No
EST5868639,No,Client Proposal Phase,No,48.88,No,No,No
EST5868703,Yes,Work Complete,Yes,48.88,No,No,Yes
EST5868385,No,Estimate In Progress,No,0,No,No,No
EST5869159,Yes,Billing Complete,Yes,166.67,No,No,Yes
EST5868919,Yes,Work Complete,Yes,24.44,No,No,Yes
EST5869131,Yes,Billing Complete,Yes,1644.44,No,No,Yes
EST5866636,Yes,Work Complete,Yes,24.44,No,No,Yes
EST5866647,No,Client Proposal Phase,No,402.11,No,No,No
EST5865789,Yes,Work Complete,Yes,48.88,No,No,Yes
EST5866129,No,Estimate In Progress,No,3001.4,No,No,No
EST3396170,Yes,Email Contract Award,Yes,0,No,No,No
EST3396183,Yes,Email Contract Award,Yes,0,No,No,No
EST3395965,No,Estimate In Progress,Yes,0,No,Yes,No
EST5864191,No,Estimate In Progress,No,233.67,No,No,No
EST3395912,Yes,Estimate In Progress,Yes,0,No,No,No
EST3396225,Yes,Estimate In Progress,Yes,0,No,No,No
EST5865802,No,Estimate In Progress,No,1588.7,No,No,No
EST5863243,No,Estimate In Progress,No,0,No,No,No
EST5863421,No,Estimate In Progress,No,905.92,No,No,No
EST3395122,Yes,Email Contract Award,Yes,0,No,No,No
EST3395126,Yes,Email Contract Award,Yes,0,No,No,No
EST5863948,No,Estimate In Progress,No,0,No,No,No
EST5863190,Yes,Work Complete,Yes,0,No,No,No
EST5861096,No,Estimate Lost,No,97.76,No,No,No
EST5859867,Yes,Work Complete,Yes,0,No,No,No
EST5861632,No,Estimate In Progress,No,7880.9,No,No,No
EST5859835,Yes,Work Complete,Yes,0,No,No,No
EST5853085,Yes,Contract Signed,Yes,0,No,No,No
EST5853405,No,Estimate In Progress,No,9063.12,No,No,No
EST5852682,Yes,Billing Complete,Yes,1611.1,No,No,Yes
EST5853332,No,Estimate In Progress,No,2427.08,No,No,No
EST5851245,Yes,Work Complete,Yes,97.76,No,No,Yes
EST5851367,No,Client Proposal Phase,No,146.64,No,No,No
EST5851258,No,Estimate In Progress,No,1683.6,No,No,No
EST5846941,Yes,Work Complete,Yes,0,No,No,No
EST5847461,Yes,Contract Signed,Yes,0,No,No,No
EST5847116,No,Estimate In Progress,No,0,No,No,No
EST3379415,No,Estimate In Progress,No,0,No,No,No
EST3379314,No,Estimate In Progress,No,0,No,No,No
EST5848234,No,Client Proposal Phase,No,2187.88,No,No,No
EST5846923,No,Work Complete,Yes,0,No,No,No
EST5847209,Yes,Billing Complete,Yes,0,No,No,No
EST3379331,No,Contract Signed,No,0,No,No,No
EST3379284,Yes,Contract Signed,Yes,0,No,No,No
EST5847228,No,Estimate In Progress,No,203.73,No,No,No
EST5844460,Yes,Billing Complete,Yes,0,No,No,No
EST5842110,Yes,Billing Complete,Yes,0,No,No,No
EST5842176,Yes,Billing Complete,Yes,0,No,No,No
EST5842140,Yes,Billing Complete,Yes,0,No,No,No
EST5842065,Yes,Billing Complete,Yes,0,No,No,No
EST5842019,Yes,Billing Complete,Yes,0,No,No,No
EST5841786,No,Estimate In Progress,No,1004,No,No,No
EST4320967,Yes,Contract Signed,Yes,5141.79,No,No,Yes
